Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Product 2452,378,468,13,199,928,557,364,798,599,59,698,831,427,887,95,234,676,837,855,248,123,906,506,987,254,469,235,374,678,563,240,606,276,379,196,923,975,143,695,588,721
Product 2453,333,950,281,411,799,508,448,124,166,404,87,366,994,259,521,956,992,293,708,111,443,109,88,959,93,107,874,866,866,337,952,943,452,176,427,184,921,451,277,797,761
Product 2454,276,15,341,75,387,551,965,575,24,880,736,592,883,350,986,121,562,45,460,586,248,390,227,659,404,18,505,73,102,505,36,319,842,135,339,880,420,623,138,728,655
Product 2455,633,990,482,423,370,124,733,449,126,344,929,108,109,688,663,18,354,844,267,458,815,936,288,556,48,808,632,467,107,261,246,821,939,470,974,912,328,59,751,677,268
Product 2456,55,43,759,378,69,336,995,60,950,228,890,119,429,105,148,670,760,164,288,838,712,593,469,57,736,208,797,373,809,902,746,465,978,322,114,153,320,809,493,870,713
Product 2457,629,346,674,675,389,188,511,910,966,377,239,960,578,968,789,34,399,806,25,338,671,955,23,281,33,58,637,78,220,226,246,515,949,857,290,344,705,717,338,113,962
Product 2458,640,385,816,546,170,432,436,29,524,962,976,218,674,890,243,589,442,467,108,403,750,554,57,499,587,46,389,411,691,137,353,381,659,520,37,460,978,607,700,117,602
Product 2459,415,705,56,646,677,756,68,847,510,609,610,67,743,719,893,127,504,91,777,652,885,901,354,146,149,914,103,761,444,339,590,777,262,601,410,438,393,258,782,223,445
Product 2460,757,794,809,131,344,917,812,875,464,932,887,617,164,597,15,85,316,335,702,275,622,503,630,77,811,162,238,979,446,227,7,131,892,154,419,103,348,443,294,351,944
Product 2461,339,209,638,381,847,946,236,150,721,981,229,619,505,420,337,875,769,786,94,932,780,336,303,805,36,373,451,600,665,233,699,483,99,128,278,271,533,699,685,885,822
Product 2462,307,61,907,79,276,482,339,681,460,650,297,193,452,48,439,260,16,739,579,559,4,808,78,939,369,633,536,390,882,239,911,324,393,48,723,962,512,414,195,553,155
Product 2463,833,539,744,935,373,655,855,802,930,272,52,994,585,750,576,205,939,730,989,360,859,984,615,570,457,437,255,302,565,509,645,674,882,937,253,553,408,990,425,183,565
Product 2464,376,784,418,173,500,199,840,126,460,169,260,314,789,637,956,617,948,994,6,404,585,333,757,448,198,227,234,352,539,501,192,531,857,577,781,573,152,228,106,743,793
Product 2465,983,526,670,564,838,161,545,866,333,934,862,289,344,956,209,589,219,164,669,733,298,937,234,754,251,657,608,166,583,358,647,434,982,255,220,340,135,434,807,965,760
Product 2466,658,156,194,123,583,44,620,134,398,838,161,689,900,390,128,397,526,513,933,950,369,243,153,62,405,170,100,652,848,419,472,680,109,47,24,127,374,194,606,570,820
Product 2467,130,988,100,235,67,822,535,676,831,171,176,580,916,38,112,747,81,517,603,828,580,34,537,821,623,656,208,466,136,822,761,882,512,545,557,633,927,874,622,523,647
Product 2468,610,49,305,17,855,462,748,195,585,363,947,608,643,313,109,765,338,689,387,36,516,896,110,747,33,779,975,487,812,960,340,159,537,377,978,858,2,539,436,387,531
Product 2469,183,924,148,715,945,83,961,726,965,413,643,882,448,366,181,958,972,284,632,528,156,381,615,28,170,637,168,770,773,234,483,116,235,488,580,868,646,549,420,640,145
Product 2470,957,937,341,164,103,237,455,156,616,139,155,726,463,746,290,99,251,240,25,368,398,693,327,11,552,922,730,987,633,714,627,7,723,31,11,208,908,317,775,474,954
Product 2471,811,156,381,309,773,626,406,667,839,485,213,970,818,650,865,128,725,615,270,555,3,351,875,252,370,434,228,115,841,994,962,884,993,159,724,152,79,907,362,693,15
Product 2472,242,721,224,78,16,536,321,921,470,942,424,333,394,769,483,701,530,835,498,367,604,15,152,843,242,385,407,961,761,425,156,926,795,711,150,334,768,420,134,67,772
Product 2473,143,208,217,77,344,35,76,282,439,413,313,715,573,725,215,377,719,525,823,87,535,510,644,448,360,34,106,69,531,453,155,978,958,725,889,516,390,494,271,846,960
Product 2474,755,278,806,642,950,530,2,505,980,385,428,174,474,867,165,245,843,352,968,396,786,100,318,970,789,308,629,841,76,709,721,172,446,815,189,954,801,7,744,472,383
Product 2475,141,69,471,502,904,780,504,201,98,393,959,332,852,833,938,202,500,333,195,400,305,684,197,740,512,975,488,1,755,717,50,860,320,494,533,820,365,859,498,133,648
Product 2476,339,421,243,667,131,442,880,763,34,216,452,703,740,570,307,881,973,725,298,425,530,838,309,407,464,606,647,853,584,734,393,642,358,315,103,337,665,155,267,496,879
Product 2477,497,701,283,856,134,867,152,173,939,585,727,428,210,99,974,915,561,95,759,153,815,301,479,953,201,652,470,37,498,359,825,887,692,150,146,742,353,143,915,716,82
Product 2478,506,931,625,214,62,517,546,131,389,181,668,556,614,461,36,598,378,458,133,592,676,959,325,877,507,178,622,135,175,19,531,60,729,780,719,458,755,195,552,816,659
Product 2479,988,906,457,483,442,126,273,269,952,11,45,123,475,722,258,235,682,241,175,537,338,356,787,860,266,229,394,334,629,564,308,110,296,481,440,735,878,625,844,257,78
Product 2480,385,375,559,6,269,981,532,821,29,593,559,18,328,988,440,179,776,144,77,455,150,834,473,746,813,990,517,305,869,828,857,479,90,803,648,91,680,320,251,889,52
Product 2481,137,475,488,45,607,242,404,341,893,640,343,679,243,130,317,243,231,586,496,733,450,21,17,722,467,664,666,666,793,325,478,190,998,645,332,280,691,714,968,630,212
Product 2482,372,292,875,242,452,114,94,746,527,924,216,136,60,538,925,702,300,896,763,379,527,755,608,846,745,466,551,689,530,110,112,859,482,570,255,148,625,195,268,404,179
Product 2483,38,325,647,614,20,627,471,528,894,968,589,283,506,457,747,965,681,855,404,663,861,555,525,246,353,484,498,463,420,578,474,917,55,738,803,578,515,547,935,193,169
Product 2484,285,488,174,687,128,383,6,396,630,594,282,166,377,2,522,516,596,285,259,290,973,826,470,77,142,780,31,36,980,258,24,453,756,302,982,458,849,94,200,620,628
Product 2485,94,456,33,837,979,175,591,235,943,966,32,526,997,910,274,342,651,595,588,469,69,688,448,364,387,872,743,601,807,94,567,822,635,823,346,738,507,980,324,626,926
Product 2486,585,636,22,144,788,531,597,725,77,913,198,750,824,588,295,299,261,376,715,230,419,540,231,313,460,100,551,377,696,15,322,751,33,272,279,681,169,80,852,660,810
Product 2487,291,231,19,382,414,352,425,445,164,45,699,979,779,698,9,314,947,979,588,686,512,347,224,675,548,378,954,672,865,407,267,761,622,346,424,820,214,754,680,199,790
Product 2488,797,588,44,429,888,974,891,458,598,589,873,434,452,827,657,181,316,359,368,918,19,404,661,297,873,29,339,792,255,43,36,480,164,521,324,382,895,8,576,728,338
Product 2489,794,899,638,367,154,257,985,39,99,72,774,921,495,249,368,896,345,93,822,832,595,891,956,491,722,407,704,384,88,819,342,40,192,969,849,126,387,338,116,356,906
Product 2490,629,314,135,322,266,751,416,19,893,816,199,395,4,240,44,985,981,743,63,370,624,610,474,380,590,499,651,709,671,645,798,631,165,481,481,379,297,70,287,216,255
Product 2491,396,323,589,245,665,111,73,954,317,171,577,816,224,91,680,822,17,314,439,286,778,545,56,344,870,248,549,157,809,389,344,404,410,939,112,939,35,113,168,176,925
Product 2492,767,327,235,509,190,383,90,703,893,950,178,191,12,872,516,664,521,957,209,398,769,780,337,525,303,889,74,60,444,412,406,408,878,451,319,555,280,901,44,366,635
Product 2493,692,622,963,435,464,101,11,357,933,913,458,468,526,538,657,140,590,7,269,572,35,517,251,868,753,766,600,956,143,242,302,471,679,561,4,281,680,40,912,420,798
Product 2494,480,511,215,706,850,738,526,367,265,185,656,48,431,691,105,786,490,149,954,220,281,414,467,446,173,503,996,900,873,262,612,815,507,357,628,492,596,203,836,418,643
Product 2495,939,961,70,175,801,325,321,867,880,522,301,614,786,95,245,409,723,772,981,801,467,831,846,393,703,771,970,407,14,484,91,933,233,861,559,786,7,300,305,607,54
Product 2496,762,350,702,386,149,243,48,114,729,636,457,980,909,948,301,835,324,566,257,228,243,439,217,207,479,54,650,91,746,581,959,36,586,840,699,188,742,350,807,738,848
Product 2497,311,992,924,587,851,803,3,469,510,801,182,743,980,56,462,871,186,321,625,254,429,879,866,209,692,726,102,173,948,764,685,987,112,727,788,986,811,268,294,358,428
Product 2498,888,609,431,667,448,95,166,829,497,41,280,459,956,938,480,84,680,835,836,814,886,183,761,221,278,966,291,768,827,202,465,50,892,537,882,920,708,67,100,6,735
Product 2499,618,83,609,343,900,676,409,826,629,383,653,450,351,134,785,266,22,732,869,433,498,948,438,842,294,408,64,1,898,762,374,234,372,684,702,846,111,988,33,177,652
Product 2500,41,371,506,126,314,425,548,809,540,67,52,10,159,567,650,532,159,333,498,776,972,288,225,350,482,639,153,396,349,334,294,484,923,407,675,503,286,268,661,2,605
Product 2501,442,796,139,54,335,784,287,788,9,314,351,340,495,836,625,174,102,402,646,877,334,115,834,845,511,616,949,990,935,107,948,331,514,926,710,956,859,148,627,900,443
Product 2502,111,94,317,292,920,945,692,589,488,298,524,356,475,374,624,479,215,566,460,16,17,920,448,902,979,388,70,660,602,371,408,785,956,773,656,492,172,100,140,501,785
Product 2503,506,944,421,686,318,998,887,816,474,4,44,456,454,587,526,218,348,418,799,781,238,607,329,244,23,774,359,437,297,716,51,488,335,22,25,972,879,911,916,906,326
Product 2504,213,506,527,918,19,713,944,769,755,649,353,411,43,126,464,688,147,419,473,535,725,595,103,734,340,919,379,151,382,72,38,467,115,457,921,643,710,146,878,824,543
Product 2505,791,218,173,826,595,80,511,235,898,379,891,802,206,157,633,183,226,836,177,278,493,582,487,415,601,552,286,241,197,960,346,324,293,916,797,395,525,392,237,604,164
Product 2506,344,481,734,435,306,774,673,229,374,574,520,311,135,575,7,824,106,907,403,38,856,549,192,146,492,952,931,409,136,123,595,744,859,999,349,255,702,770,69,596,617
Product 2507,619,572,563,953,556,572,110,778,886,39,551,406,271,617,702,154,298,334,747,708,736,3,546,126,774,381,728,894,840,449,86,441,533,117,213,87,516,892,711,914,458
Product 2508,573,930,512,550,674,175,606,150,511,380,707,315,809,277,601,408,217,694,860,634,469,700,633,240,18,285,221,382,516,477,731,561,362,231,598,390,320,383,204,365,909
Product 2509,931,846,954,976,227,577,230,918,310,274,690,553,853,994,921,675,233,576,355,230,525,516,624,64,335,255,753,351,528,719,151,954,630,461,369,479,438,910,95,131,945
Product 2510,818,226,186,317,455,938,497,970,163,618,82,283,351,522,324,360,494,780,98,413,88,5,520,343,753,187,460,812,616,839,96,195,104,371,667,400,338,974,148,42,277
Product 2511,565,966,397,798,269,883,800,471,730,940,679,113,806,444,819,27,916,979,729,169,698,393,561,711,411,839,30,321,941,128,562,871,994,125,960,922,743,598,854,808,704
Product 2512,456,378,989,189,299,889,82,882,451,67,331,40,494,227,425,692,213,943,543,982,599,556,429,718,334,599,532,591,8,785,535,756,673,306,991,538,701,971,542,173,229
Product 2513,937,770,838,445,539,973,986,954,258,424,709,596,500,721,641,751,863,621,264,659,741,516,550,182,73,510,367,233,287,623,260,794,692,304,997,929,490,84,73,970,896
Product 2514,726,953,489,294,829,466,236,749,144,594,789,833,299,279,340,383,467,346,97,516,949,971,607,983,710,616,185,963,742,604,361,999,539,143,793,886,291,982,719,552,6
Product 2515,816,591,247,16,441,938,404,93,9,309,768,174,872,62,138,762,400,194,711,716,572,522,447,843,717,458,196,972,230,55,498,603,275,521,500,651,791,59,368,44,442
Product 2516,937,238,398,77,488,187,610,962,697,518,303,46,674,708,907,33,428,383,662,879,134,37,288,291,677,527,141,578,850,316,602,221,796,248,840,442,522,695,821,516,333
Product 2517,944,371,446,148,104,30,610,780,278,504,26,476,577,129,509,706,859,880,14,217,165,199,272,389,949,963,547,781,315,32,745,834,166,282,864,532,735,412,567,282,15
Product 2518,798,786,732,40,491,912,718,719,895,964,936,863,729,431,862,153,241,27,631,662,317,55,681,308,53,413,201,783,975,218,392,730,496,751,995,619,324,192,939,581,18
Product 2519,401,169,681,60,240,363,485,532,35,423,446,60,29,205,571,272,802,108,948,914,779,517,672,2,144,329,626,948,216,859,34,945,60,94,662,957,412,895,225,768,57
Product 2520,856,550,374,179,608,255,889,779,673,890,379,313,810,948,229,602,597,594,728,42,934,923,47,494,455,151,215,83,139,342,232,592,356,704,49,709,381,94,39,489,722
Product 2521,102,114,625,560,409,381,812,793,945,484,320,392,595,408,856,101,399,774,167,116,127,38,170,338,101,874,657,41,251,783,791,775,932,74,468,323,794,192,919,139,790
Product 2522,645,264,59,719,60,61,693,344,299,995,245,961,889,792,629,923,453,675,390,562,10,161,304,893,89,191,59,526,982,169,83,394,109,558,747,941,150,264,923,41,920
Product 2523,105,199,79,579,263,763,434,600,334,607,276,848,154,461,62,260,344,714,466,163,804,935,674,191,148,468,813,364,126,816,603,688,936,731,129,824,605,252,839,578,404
Product 2524,717,915,277,848,793,379,382,636,570,656,783,526,137,579,735,732,798,877,171,985,385,150,288,938,65,385,321,547,533,4,579,603,465,704,63,664,748,225,506,237,28
Product 2525,49,970,33,183,227,983,359,619,123,4,631,597,120,917,142,726,419,985,802,338,915,118,188,489,155,457,327,376,270,209,462,859,321,733,574,440,187,8,531,765,566
Product 2526,261,600,949,956,587,578,156,100,677,788,513,466,79,149,971,704,377,972,226,912,829,412,265,567,67,661,903,88,511,686,157,539,860,879,620,381,909,639,378,73,766
Product 2527,975,60,764,222,167,628,934,538,825,707,931,817,817,361,353,391,738,853,500,68,689,941,460,394,774,591,490,360,333,329,142,47,777,847,914,534,494,137,5,886,588
Product 2528,731,277,887,13,447,874,565,933,657,14,811,152,323,770,313,792,541,746,964,699,343,289,269,583,512,901,554,418,828,820,717,980,21,277,123,615,908,83,762,247,53
Product 2529,813,230,12,235,522,871,979,450,990,839,87,799,259,200,183,105,131,722,682,434,267,961,636,453,821,886,531,557,573,438,491,784,735,580,422,856,592,151,860,510,289
Product 2530,637,184,175,413,715,502,362,129,854,497,862,252,4,750,689,475,245,905,543,295,91,601,713,682,959,983,369,163,36,518,494,491,571,583,677,579,235,541,0,321,344
Product 2531,851,289,778,290,808,284,26,927,470,328,213,864,102,506,930,738,776,14,276,15,604,732,539,655,911,59,329,643,173,312,863,577,15,988,954,708,275,19,783,788,468
Product 2532,68,124,194,484,927,362,976,360,327,476,778,383,825,167,727,580,431,426,578,960,243,714,864,956,189,124,65,826,492,13,149,405,306,668,522,879,687,518,984,405,452
Product 2533,428,465,707,803,634,877,87,50,951,89,576,669,309,440,491,879,825,380,124,828,704,196,21,821,140,98,854,417,368,147,282,759,341,281,63,2,138,202,913,571,851
Product 2534,719,262,668,300,690,40,834,458,573,402,731,413,636,710,275,696,31,667,909,367,369,483,110,583,867,343,685,93,148,989,287,313,985,201,126,865,608,76,387,899,600
Product 2535,756,262,619,304,893,969,753,577,996,86,879,34,503,834,246,908,973,215,157,444,271,221,552,906,261,622,717,405,262,537,178,831,536,294,57,264,107,357,896,13,60
Product 2536,68,163,789,879,187,741,462,475,674,841,866,583,252,324,576,247,763,69,787,141,289,130,58,951,180,423,64,183,397,971,889,761,878,337,163,55,25,787,847,649,603
Product 2537,87,274,500,746,20,986,142,86,323,983,861,168,551,57,457,383,932,353,540,452,554,559,734,231,267,116,825,93,646,376,809,650,557,884,743,288,998,651,86,567,866
Product 2538,966,919,136,554,286,230,367,616,302,488,807,175,423,203,310,223,39,824,950,727,383,483,776,238,90,219,267,265,261,262,835,974,26,794,932,93,480,803,957,501,659
Product 2539,240,376,325,589,311,201,478,204,337,285,849,94,731,990,544,591,626,720,980,157,177,616,260,708,288,453,402,593,194,573,53,288,0,343,996,606,22,770,736,16,965
Product 2540,80,582,672,98,380,955,448,193,480,113,484,477,986,832,840,80,601,671,993,697,974,555,243,24,631,976,400,525,835,216,762,785,354,101,872,507,67,465,50,985,487
Product 2541,398,394,11,860,444,618,229,238,693,630,379,933,430,597,665,833,73,490,366,878,485,430,129,107,769,361,122,605,376,852,220,204,469,277,572,532,566,690,306,497,820
Product 2542,757,93,950,88,151,319,885,131,162,456,209,376,96,717,876,38,76,759,109,938,90,529,799,371,482,748,879,509,940,516,445,773,583,229,904,94,621,38,542,995,120
Product 2543,357,781,774,162,550,531,564,975,216,969,585,918,932,406,363,518,977,539,164,512,136,582,948,621,86,211,0,230,931,228,739,633,331,44,245,819,86,290,618,252,142
Product 2544,780,275,808,620,923,44,475,128,264,523,167,429,134,18,761,335,281,80,557,96,155,583,664,428,983,24,935,829,309,123,501,93,283,654,655,896,413,146,556,944,377
Product 2545,781,792,492,691,648,753,983,943,303,401,931,289,490,285,643,51,189,326,438,362,229,224,931,89,493,168,883,953,476,462,207,243,303,710,798,89,929,289,990,875,845
Product 2546,36,80,717,775,70,572,847,792,315,742,76,265,568,946,714,889,906,335,713,865,969,277,209,341,94,936,278,278,98,727,246,40,894,994,794,396,786,720,672,280,978
Product 2547,347,332,922,583,974,502,381,641,230,664,652,571,620,173,625,921,72,397,751,91,64,425,381,656,722,517,482,369,700,660,502,882,123,912,491,188,685,183,70,76,431
Product 2548,136,1,878,811,882,841,492,570,660,255,465,13,145,850,592,827,520,538,736,521,515,641,28,907,910,5,827,756,913,106,416,19,887,894,484,327,430,74,811,682,330
Product 2549,474,142,660,170,57,615,177,346,237,900,865,266,974,634,317,86,554,938,839,60,362,963,764,917,381,537,160,513,206,287,459,54,746,930,788,654,509,119,492,467,676
Product 2550,184,661,853,740,959,946,785,74,705,679,955,79,445,339,226,177,898,531,487,577,824,833,601,514,301,2,660,905,887,519,255,417,963,669,795,251,741,245,751,86,468
Product 2551,861,219,354,225,533,258,850,972,309,221,563,859,503,630,235,527,934,669,438,753,867,46,673,868,32,78,371,190,164,467,544,548,909,306,548,519,182,231,105,163,305
Product 2552,759,178,148,329,284,620,288,657,254,533,738,509,469,239,904,25,989,292,771,573,624,166,181,381,73,388,940,700,301,385,839,180,675,549,717,924,96,730,681,668,819
Product 2553,710,173,412,335,520,616,992,679,168,821,967,228,328,295,925,398,23,858,351,755,539,246,641,944,827,925,813,605,671,120,893,842,259,549,952,699,638,138,813,332,43
Product 2554,835,988,818,378,847,546,10,854,834,378,411,344,65,371,411,170,293,686,415,455,504,702,293,376,211,873,894,825,763,508,525,285,746,224,464,627,113,945,171,194,528
Product 2555,817,250,357,852,933,936,717,134,954,515,876,962,417,353,611,937,670,539,420,534,2,37,667,274,159,859,549,32,243,176,127,888,12,840,477,527,135,878,30,922,785
Product 2556,755,748,207,250,873,4,304,238,21,70,180,790,481,590,363,988,540,535,352,599,320,329,500,860,928,413,598,134,280,172,776,456,903,778,680,932,339,823,611,516,52
